Date,y1,y2,y3,y4,y5,y6,sum
7/12/2013,1,8,9,33,36,45,132
8/12/2013,9,14,24,25,31,56,159
11/12/2013,2,8,33,40,53,58,194
14/12/2013,6,19,20,37,53,55,190
15/12/2013,36,39,47,48,49,58,277
18/12/2013,12,16,27,42,45,54,196
21/12/2013,12,17,24,29,39,51,172
22/12/2013,22,32,35,38,45,51,223
25/12/2013,13,28,40,49,53,56,239
28/12/2013,5,12,21,37,40,56,171
29/12/2013,9,10,11,17,35,57,139
31/12/2013,3,11,19,34,36,53,156
1/1/2014,1,32,38,41,48,52,212
4/1/2014,3,5,21,24,27,41,121
5/1/2014,16,24,33,37,41,45,196
7/1/2014,3,19,20,22,41,47,152
8/1/2014,12,13,14,15,38,45,137
11/1/2014,1,11,37,41,43,48,181
12/1/2014,20,32,35,44,47,48,226
15/01/2014,5,8,20,25,49,50,157
18/01/2014,3,16,21,40,44,54,178
19/01/2014,4,6,10,13,48,56,137
22/01/2014,19,20,25,41,50,54,209
25/01/2014,3,14,22,25,30,50,144
26/01/2014,2,9,28,33,44,54,170
28/01/2014,14,18,21,28,35,47,163
29/01/2014,2,21,24,29,37,55,168
1/2/2014,3,10,13,14,22,25,87
2/2/2014,30,33,39,42,51,52,247
4/2/2014,11,15,30,41,54,55,206
5/2/2014,9,10,11,18,25,58,131
8/2/2014,24,25,32,35,40,56,212
9/2/2014,4,8,10,26,52,58,158
11/2/2014,10,15,22,34,51,53,185
12/2/2014,18,19,34,36,44,48,199
15/02/2014,1,8,27,42,43,45,166
16/02/2014,1,5,18,19,25,55,123
19/02/2014,9,15,23,42,46,55,190
22/02/2014,2,10,17,26,37,38,130
23/02/2014,2,11,16,34,43,57,163
25/02/2014,7,8,11,34,57,58,175
26/02/2014,11,17,22,30,35,38,153
1/3/2014,2,8,31,35,42,52,170
2/3/2014,8,9,19,31,34,42,143
4/3/2014,9,14,24,29,36,44,156
5/3/2014,10,14,15,16,40,43,138
8/3/2014,8,16,21,29,37,53,164
9/3/2014,1,8,10,31,34,37,121
12/3/2014,4,24,32,36,42,55,193
15/03/2014,10,24,31,50,56,57,228
16/03/2014,6,16,18,32,33,55,160
19/03/2014,9,11,16,20,43,44,143
22/03/2014,17,20,24,27,33,52,173
23/03/2014,6,15,26,34,37,43,161
25/03/2014,8,10,20,28,53,58,177
26/03/2014,3,22,28,31,40,55,179
29/03/2014,27,32,33,37,39,47,215
30/03/2014,4,32,44,49,52,55,236
2/4/2014,11,16,20,43,46,54,190
5/4/2014,1,6,20,26,50,53,156
6/4/2014,10,32,36,43,47,56,224
8/4/2014,6,14,42,45,50,58,215
9/4/2014,22,25,38,45,49,51,230
12/4/2014,8,9,21,26,31,37,132
13/04/2014,10,14,21,32,52,57,186
16/04/2014,15,26,32,40,47,54,214
19/04/2014,5,12,38,54,55,58,222
20/04/2014,1,4,6,11,25,30,77
23/04/2014,8,14,22,45,46,52,187
26/04/2014,14,17,27,31,37,43,169
27/04/2014,20,23,32,35,40,41,191
29/04/2014,7,10,16,36,51,57,177
30/04/2014,3,27,29,39,40,54,192
3/5/2014,1,8,16,35,41,43,144
4/5/2014,3,5,12,29,35,40,124
6/5/2014,4,7,18,32,40,41,142
7/5/2014,3,11,16,25,38,56,149
10/5/2014,17,23,38,42,43,49,212
11/5/2014,6,13,23,37,46,51,176
14/05/2014,10,25,39,45,52,55,226
17/05/2014,3,10,35,38,53,54,193
18/05/2014,13,24,42,49,53,55,236
21/05/2014,8,29,37,39,45,48,206
24/05/2014,16,20,22,24,28,34,144
25/05/2014,1,2,5,18,21,41,88
28/05/2014,20,23,27,50,55,56,231
31/05/2014,4,18,19,42,43,53,179
1/6/2014,6,12,16,28,37,42,141
3/6/2014,7,9,21,35,44,52,168
4/6/2014,8,16,18,29,37,40,148
7/6/2014,14,16,20,44,57,58,209
8/6/2014,1,24,30,36,47,49,187
11/6/2014,28,30,31,35,36,47,207
14/06/2014,17,19,20,32,50,53,191
15/06/2014,5,7,15,22,31,55,135
18/06/2014,12,26,31,41,51,52,213
21/06/2014,3,6,21,39,52,54,175
22/06/2014,7,19,20,26,37,54,163
24/06/2014,5,9,17,28,32,48,139
25/06/2014,21,24,26,30,45,57,203
28/06/2014,15,42,49,54,55,56,271
29/06/2014,4,9,10,11,49,52,135
2/7/2014,22,23,30,31,41,43,190
5/7/2014,10,19,27,29,34,48,167
6/7/2014,1,7,15,29,36,37,125
9/7/2014,12,21,25,37,39,58,192
12/7/2014,12,26,35,37,39,46,195
13/07/2014,1,20,25,26,42,44,158
16/07/2014,11,20,29,39,49,58,206
19/07/2014,2,15,35,44,53,54,203
20/07/2014,19,29,37,46,51,54,236
23/07/2014,15,22,23,29,34,44,167
26/07/2014,6,15,16,31,38,44,150
27/07/2014,4,6,29,33,36,45,153
30/07/2014,25,32,44,52,54,58,265
3/8/2014,2,7,10,22,38,54,133
5/8/2014,9,12,18,19,20,51,129
9/8/2014,10,18,30,50,56,57,221
10/8/2014,4,7,24,34,40,48,157
13/08/2014,1,15,42,44,49,54,205
16/08/2014,14,25,28,42,48,55,212
17/08/2014,21,34,36,47,50,53,241
20/08/2014,9,17,21,30,39,42,158
23/08/2014,29,30,36,42,46,53,236
24/08/2014,8,11,13,31,33,54,150
26/08/2014,11,24,31,38,40,53,197
27/08/2014,12,13,15,24,29,31,124
30/08/2014,2,20,45,49,54,55,225
31/08/2014,15,17,19,39,51,52,193
2/9/2014,5,22,24,26,42,46,165
3/9/2014,1,8,34,39,46,55,183
6/9/2014,4,15,39,44,51,57,210
10/9/2014,5,21,23,33,42,55,179
13/09/2014,2,5,7,21,44,48,127
14/09/2014,12,14,15,21,36,47,145
17/09/2014,1,2,14,33,37,46,133
20/09/2014,19,23,31,33,51,54,211
21/09/2014,3,4,10,13,46,57,133
24/09/2014,1,15,25,37,48,56,182
27/09/2014,2,19,31,39,46,49,186
28/09/2014,2,3,26,35,45,48,159
30/09/2014,2,6,11,17,47,49,132
5/10/2014,4,6,13,14,26,55,118
8/10/2014,2,18,27,29,47,57,180
11/10/2014,20,22,27,30,49,54,202
12/10/2014,20,23,28,39,41,47,198
15/10/2014,1,17,21,24,48,54,165
18/10/2014,6,15,44,45,54,58,222
22/10/2014,13,16,20,22,29,40,140
25/10/2014,2,6,10,16,24,54,112
26/10/2014,36,37,44,46,55,58,276
28/10/2014,12,17,20,26,36,46,157
1/11/2014,5,15,30,34,39,51,174
5/11/2014,7,10,19,28,41,42,147
8/11/2014,13,17,20,33,34,39,156
9/11/2014,5,6,21,27,33,51,143
12/11/2014,17,24,31,37,43,53,205
16/11/2014,20,27,32,39,54,57,229
19/11/2014,9,13,21,24,36,53,156
22/11/2014,11,12,21,33,47,50,174
23/11/2014,15,17,18,49,52,58,209
25/11/2014,17,18,24,42,47,50,198
26/11/2014,6,10,42,46,49,54,207
29/11/2014,4,15,17,27,29,44,136
2/12/2014,12,14,20,31,38,47,162
3/12/2014,22,31,38,42,45,50,228
13/12/2014,2,12,29,31,34,55,163
14/12/2014,7,23,30,32,49,55,196
17/12/2014,8,24,26,32,46,48,184
21/12/2014,2,11,22,44,49,54,182
27/12/2014,1,8,16,20,38,39,122
28/12/2014,11,19,24,30,37,41,162
30/12/2014,11,23,25,46,49,54,208
31/12/2014,4,12,25,38,40,49,168
4/1/2015,6,12,14,18,33,57,140
11/1/2015,6,12,23,46,48,56,191
14/01/2015,6,8,26,45,47,51,183
17/01/2015,8,10,12,34,47,49,160
24/01/2015,5,10,21,23,29,54,142
25/01/2015,12,13,15,22,24,46,132
27/01/2015,14,16,17,24,39,57,167
1/2/2015,12,24,25,51,52,57,221
14/02/2015,9,13,21,28,29,34,134
15/02/2015,25,35,39,43,45,48,235
18/02/2015,10,13,36,40,50,56,205
28/02/2015,19,28,38,43,53,55,236
1/3/2015,14,30,41,49,54,58,246
3/3/2015,18,22,36,48,54,55,233
4/3/2015,4,7,9,20,30,39,109
8/3/2015,2,9,24,31,49,53,168
14/03/2015,5,10,19,24,26,33,117
15/03/2015,7,12,13,24,32,57,145
18/03/2015,14,16,18,32,48,54,182
25/03/2015,10,15,26,41,53,55,200
28/03/2015,13,14,15,32,47,54,175
29/03/2015,2,19,24,27,39,49,160
31/03/2015,1,4,10,21,48,54,138
1/4/2015,12,14,22,27,31,46,152
8/4/2015,14,20,31,40,50,56,211
11/4/2015,8,35,38,48,49,58,236
15/04/2015,6,13,18,24,35,50,146
18/04/2015,1,42,48,53,57,58,259
25/04/2015,9,11,25,26,29,45,145
29/04/2015,4,5,6,29,32,44,120
9/5/2015,19,29,32,35,43,48,206
10/5/2015,20,35,36,39,45,53,228
17/05/2015,21,24,25,28,31,51,180
23/05/2015,25,42,44,48,50,54,263
24/05/2015,2,19,25,53,57,58,214
26/05/2015,3,4,23,33,35,58,156
27/05/2015,15,17,19,27,36,46,160
30/05/2015,6,19,25,39,46,58,193
3/6/2015,5,16,23,28,55,57,184
10/6/2015,3,7,19,30,42,49,150
13/06/2015,1,11,22,31,36,40,141
14/06/2015,8,13,20,31,35,44,151
17/06/2015,17,27,36,43,46,47,216
20/06/2015,2,4,11,31,45,53,146
28/06/2015,3,8,24,25,26,41,127
1/7/2015,2,7,16,23,48,54,150
8/7/2015,27,30,42,51,54,58,262
11/7/2015,1,7,9,20,27,57,121
12/7/2015,11,20,27,37,46,48,189
15/07/2015,2,10,19,30,32,38,131
28/07/2015,1,12,16,24,52,53,158
29/07/2015,2,32,33,40,46,55,208
4/8/2015,7,11,14,19,47,51,149
15/08/2015,1,7,12,28,35,40,123
16/08/2015,16,19,21,23,25,57,161
19/08/2015,27,30,34,39,47,48,225
29/08/2015,6,12,15,34,37,44,148
1/9/2015,7,9,20,30,37,38,141
2/9/2015,12,14,46,51,52,57,232
12/9/2015,11,20,29,35,37,39,171
13/09/2015,1,35,40,46,52,54,228
16/09/2015,1,9,23,32,44,55,164
19/09/2015,1,24,37,44,49,57,212
29/09/2015,9,28,29,34,37,38,175
30/09/2015,8,10,24,30,36,44,152
4/10/2015,19,25,33,49,55,57,238
7/10/2015,11,15,29,49,52,55,211
11/10/2015,24,45,46,51,54,55,275
14/10/2015,10,22,27,38,43,53,193
18/10/2015,14,18,31,41,44,57,205
1/11/2015,3,15,37,50,55,56,216
3/11/2015,3,15,17,23,25,27,110
7/11/2015,27,29,34,41,50,52,233
8/11/2015,33,47,49,53,56,57,295
11/11/2015,6,14,18,35,50,54,177
18/11/2015,1,7,12,29,34,41,124
21/11/2015,9,12,37,41,45,47,191
22/11/2015,5,26,28,46,51,53,209
24/11/2015,4,6,24,27,43,49,153
25/11/2015,15,24,27,41,48,58,213
5/12/2015,35,38,41,42,43,52,251
12/12/2015,7,16,22,48,53,56,202
16/12/2015,1,19,32,38,51,58,199
26/12/2015,8,23,31,32,42,45,181
27/12/2015,13,15,20,23,52,57,180
29/12/2015,5,12,21,30,31,46,145
30/12/2015,6,7,31,50,52,55,201
3/1/2016,5,26,27,28,33,51,170
5/1/2016,19,20,23,25,29,54,170
10/1/2016,1,11,14,32,45,55,158
13/01/2016,14,29,39,43,45,47,217
16/01/2016,7,10,24,36,37,45,159
23/01/2016,3,4,25,28,31,57,148
24/01/2016,2,16,33,44,54,56,205
26/01/2016,16,35,36,37,47,53,224
27/01/2016,4,7,10,14,29,34,98
31/01/2016,3,5,26,28,47,50,159
7/2/2016,27,33,36,50,51,57,254
13/02/2016,7,13,16,23,28,29,116
14/02/2016,10,11,24,25,34,44,148
16/02/2016,8,15,31,36,55,56,201
17/02/2016,3,6,13,31,52,54,159
20/02/2016,3,10,21,27,42,50,153
28/02/2016,3,11,15,26,34,37,126
1/3/2016,12,14,15,24,30,44,139
2/3/2016,8,19,25,26,31,35,144
9/3/2016,4,11,33,39,43,44,174
12/3/2016,11,25,28,40,42,45,191
13/03/2016,5,8,35,36,46,47,177
23/03/2016,14,20,21,36,47,58,196
26/03/2016,4,7,20,22,23,26,102
27/03/2016,17,22,26,29,44,50,188
29/03/2016,16,32,33,39,44,54,218
30/03/2016,3,5,11,14,23,56,112
3/4/2016,9,10,32,33,46,58,188
5/4/2016,6,9,17,18,28,53,131
6/4/2016,2,10,37,45,52,54,200
9/4/2016,3,4,27,40,44,51,169
10/4/2016,5,19,31,39,42,44,180
13/04/2016,2,20,24,34,41,51,172
17/04/2016,2,4,6,13,23,33,81
23/04/2016,5,28,34,51,54,55,227
24/04/2016,11,23,27,29,37,55,182
26/04/2016,12,15,16,35,36,46,160
27/04/2016,5,8,15,36,40,52,156
3/5/2016,5,14,24,33,46,57,179
4/5/2016,15,19,36,40,41,51,202
7/5/2016,10,28,31,32,41,52,194
8/5/2016,11,35,37,42,43,56,224
11/5/2016,1,35,36,38,42,58,210
21/05/2016,4,6,8,15,18,34,85
22/05/2016,4,16,49,51,55,56,231
25/05/2016,1,13,28,41,46,54,183
31/05/2016,27,29,30,41,42,53,222
4/6/2016,2,10,15,34,46,54,161
5/6/2016,24,31,47,49,53,58,262
8/6/2016,2,5,11,15,42,46,121
11/6/2016,5,7,39,43,52,57,203
12/6/2016,10,17,19,20,40,42,148
15/06/2016,8,30,36,47,50,52,223
18/06/2016,2,14,33,39,42,52,182
19/06/2016,10,12,23,37,46,55,183
22/06/2016,2,6,9,34,36,51,138
25/06/2016,4,10,11,12,42,48,127
26/06/2016,3,5,13,44,53,54,172
29/06/2016,12,21,27,41,54,55,210
2/7/2016,11,12,30,35,37,51,176
3/7/2016,2,8,14,28,44,49,145
6/7/2016,1,2,4,6,40,46,99
9/7/2016,8,19,26,33,41,43,170
10/7/2016,1,15,33,42,49,53,193
12/7/2016,2,17,19,33,47,56,174
13/07/2016,12,19,21,26,40,57,175
16/07/2016,10,29,36,38,47,49,209
17/07/2016,19,31,36,41,43,49,219
20/07/2016,36,40,45,52,54,58,285
23/07/2016,1,2,10,20,37,57,127
24/07/2016,6,25,29,36,48,58,202
27/07/2016,1,20,23,28,53,58,183
30/07/2016,2,5,12,35,36,41,131
31/07/2016,1,13,18,19,45,53,149
3/8/2016,1,12,37,47,50,52,199
6/8/2016,8,18,19,25,29,33,132
7/8/2016,5,19,33,44,50,57,208
9/8/2016,19,21,22,34,41,56,193
10/8/2016,4,7,11,14,16,44,96
13/08/2016,9,10,25,31,34,55,164
14/08/2016,22,30,37,41,46,48,224
17/08/2016,7,9,10,11,39,50,126
20/08/2016,11,13,16,17,27,46,130
21/08/2016,7,23,28,39,43,58,198
24/08/2016,2,16,26,32,49,58,183
27/08/2016,5,11,16,18,19,34,103
28/08/2016,9,15,16,33,45,49,167
30/08/2016,7,13,16,32,42,53,163
31/08/2016,5,6,21,36,37,43,148
3/9/2016,12,22,25,26,29,39,153
4/9/2016,6,11,13,19,53,58,160
6/9/2016,3,17,30,31,34,36,151
7/9/2016,12,22,24,38,43,48,187
10/9/2016,3,12,18,19,46,51,149
11/9/2016,16,23,31,39,43,55,207
14/09/2016,14,18,24,41,43,45,185
17/09/2016,11,14,34,40,42,51,192
18/09/2016,6,18,21,31,48,54,178
21/09/2016,3,10,16,17,20,25,91
24/09/2016,12,21,22,39,41,54,189
25/09/2016,30,42,43,46,52,58,271
27/09/2016,1,14,35,36,42,50,178
28/09/2016,10,14,15,23,28,47,137
1/10/2016,5,7,16,27,39,58,152
2/10/2016,4,11,14,25,41,51,146
4/10/2016,14,16,26,35,48,49,188
5/10/2016,4,27,28,39,53,58,209
8/10/2016,4,11,12,14,26,31,98
9/10/2016,17,21,23,27,31,37,156
12/10/2016,10,16,30,31,34,46,167
15/10/2016,11,12,16,19,35,41,134
16/10/2016,9,28,46,47,52,54,236
19/10/2016,29,33,37,46,50,54,249
22/10/2016,13,27,28,31,32,58,189
23/10/2016,4,36,39,40,44,47,210
25/10/2016,28,31,35,50,52,58,254
26/10/2016,3,4,12,13,44,51,127
29/10/2016,11,18,26,37,55,58,205
30/10/2016,15,22,28,40,43,52,200
1/11/2016,23,35,40,41,42,48,229
2/11/2016,12,16,35,41,46,48,198
5/11/2016,7,11,15,22,56,57,168
6/11/2016,2,21,39,45,52,57,216
9/11/2016,14,21,38,42,50,56,221
12/11/2016,1,17,23,26,36,55,158
13/11/2016,1,10,21,27,51,57,167
16/11/2016,19,30,40,44,45,50,228
19/11/2016,12,22,34,36,39,50,193
20/11/2016,9,13,24,26,36,53,161
23/11/2016,22,34,40,42,48,52,238
26/11/2016,21,27,30,45,54,58,235
27/11/2016,1,18,27,44,45,46,181
29/11/2016,1,6,15,18,26,27,93
30/11/2016,19,25,28,36,44,49,201
3/12/2016,5,19,23,37,42,55,181
4/12/2016,7,10,34,38,50,52,191
6/12/2016,11,12,17,19,41,53,153
7/12/2016,14,20,37,50,51,52,224
10/12/2016,7,10,12,15,28,57,129
11/12/2016,8,17,21,25,35,50,156
14/12/2016,1,6,26,35,38,43,149
17/12/2016,2,14,22,27,51,52,168
18/12/2016,6,11,17,25,36,52,147
21/12/2016,25,27,33,38,40,50,213
24/12/2016,2,25,33,48,52,57,217
25/12/2016,2,28,37,39,49,50,205
27/12/2016,3,8,26,29,32,36,134
28/12/2016,15,28,32,46,55,56,232
31/12/2016,2,3,9,14,16,23,67
1/1/2017,2,7,14,16,24,45,108
3/1/2017,11,14,25,46,54,58,208
4/1/2017,19,20,23,50,53,54,219
7/1/2017,3,6,19,34,36,47,145
8/1/2017,1,24,26,28,32,53,164
11/1/2017,11,12,15,23,29,51,141
14/01/2017,1,22,36,43,54,58,214
15/01/2017,38,39,45,46,52,58,278
17/01/2017,23,33,48,49,51,58,262
18/01/2017,1,5,8,32,37,49,132
21/01/2017,4,29,37,45,46,50,211
22/01/2017,6,10,29,34,45,52,176
24/01/2017,1,25,26,39,52,55,198
25/01/2017,8,24,33,36,54,56,211
28/01/2017,4,16,26,28,30,31,135
29/01/2017,3,7,11,27,32,57,137
31/01/2017,7,10,17,28,51,57,170
1/2/2017,3,4,18,38,44,52,159
4/2/2017,8,17,33,35,38,55,186
5/2/2017,1,5,16,20,27,54,123
7/2/2017,4,15,18,38,47,53,175
8/2/2017,7,20,41,47,51,58,224
11/2/2017,33,38,39,47,48,53,258
12/2/2017,30,32,50,52,53,55,272
15/02/2017,19,20,21,34,48,57,199
18/02/2017,17,21,36,42,46,51,213
19/02/2017,1,3,22,25,31,53,135
22/02/2017,12,22,32,33,51,53,203
25/02/2017,1,8,10,38,41,55,153
26/02/2017,2,26,27,32,53,54,194
28/02/2017,1,5,13,14,39,51,123
1/3/2017,7,14,34,47,52,55,209
4/3/2017,2,17,36,41,44,51,191
5/3/2017,12,14,15,34,39,49,163
8/3/2017,13,27,29,37,40,55,201
11/3/2017,8,11,13,25,26,35,118
12/3/2017,10,14,19,26,43,45,157
15/03/2017,4,26,27,43,45,56,201
18/03/2017,20,28,41,45,51,53,238
19/03/2017,4,5,13,20,55,56,153
22/03/2017,20,23,25,45,48,57,218
25/03/2017,13,23,25,26,53,58,198
26/03/2017,14,34,45,46,54,55,248
28/03/2017,14,20,33,40,42,51,200
29/03/2017,10,12,21,38,51,55,187
1/4/2017,7,12,20,26,36,51,152
2/4/2017,5,36,40,50,52,53,236
4/4/2017,5,18,20,26,36,49,154
5/4/2017,1,26,27,32,39,58,183
8/4/2017,7,8,14,33,49,58,169
9/4/2017,5,18,21,26,40,44,154
12/4/2017,1,11,24,35,42,49,162
15/04/2017,12,14,16,46,48,57,193
16/04/2017,9,11,25,35,39,51,170
19/04/2017,8,22,23,24,32,58,167
22/04/2017,3,6,7,20,31,41,108
23/04/2017,5,6,26,28,30,49,144
25/04/2017,1,24,26,28,41,53,173
26/04/2017,1,3,4,38,46,50,142
29/04/2017,11,15,32,35,39,41,173
30/04/2017,2,9,22,34,40,47,154
2/5/2017,1,8,16,19,24,36,104
3/5/2017,15,17,21,30,42,47,172
6/5/2017,6,24,27,28,34,48,167
7/5/2017,26,29,31,53,56,58,253
13/05/2017,1,4,10,20,26,41,102
14/05/2017,4,8,29,35,47,52,175
17/05/2017,18,20,30,42,44,47,201
20/05/2017,9,13,45,53,54,55,229
21/05/2017,12,14,20,47,53,57,203
24/05/2017,5,30,36,42,48,51,212
27/05/2017,12,21,37,38,47,54,209
28/05/2017,27,34,37,41,52,53,244
31/05/2017,13,21,29,43,46,58,210
3/6/2017,13,18,22,34,43,46,176
4/6/2017,3,5,18,28,37,58,149
7/6/2017,12,13,22,24,47,57,175
10/6/2017,1,9,16,41,57,58,182
11/6/2017,5,7,9,23,33,35,112
14/06/2017,4,14,45,49,51,54,217
17/06/2017,3,13,14,22,33,58,143
18/06/2017,11,12,16,37,38,51,165
21/06/2017,3,9,20,52,56,58,198
24/06/2017,21,30,46,48,50,53,248
25/06/2017,7,30,36,39,42,44,198
28/06/2017,2,5,23,29,54,56,169
1/7/2017,19,33,44,48,51,53,248
2/7/2017,24,32,37,40,56,58,247
4/7/2017,4,31,36,42,50,56,219
5/7/2017,2,3,5,9,31,39,89
8/7/2017,16,19,23,43,47,50,198
9/7/2017,14,19,20,25,30,41,149
12/7/2017,5,7,14,17,42,43,128
15/07/2017,11,17,27,30,36,58,179
16/07/2017,1,7,8,14,27,44,101
19/07/2017,9,11,18,32,33,49,152
22/07/2017,17,22,27,29,52,56,203
23/07/2017,1,16,21,22,49,57,166
25/07/2017,20,32,33,50,54,57,246
26/07/2017,20,21,33,45,55,57,231
29/07/2017,7,16,18,25,27,50,143
30/07/2017,4,11,17,36,41,44,153
1/8/2017,10,13,14,29,36,54,156
2/8/2017,12,19,23,26,27,56,163
5/8/2017,14,33,37,42,53,56,235
6/8/2017,7,21,26,47,50,54,205
9/8/2017,10,12,15,23,43,49,152
12/8/2017,11,23,27,34,53,54,202
13/08/2017,11,12,30,35,45,47,180
16/08/2017,3,10,20,56,57,58,204
19/08/2017,1,6,28,38,46,57,176
20/08/2017,2,4,6,9,56,57,134
23/08/2017,3,4,11,22,28,56,124
26/08/2017,9,11,12,14,31,53,130
27/08/2017,9,10,14,28,30,55,146
29/08/2017,20,25,27,34,41,46,193
30/08/2017,19,21,32,33,34,55,194
2/9/2017,3,6,22,27,33,39,130
3/9/2017,4,6,11,36,48,50,155
5/9/2017,1,14,15,18,35,43,126
6/9/2017,7,20,32,38,45,49,191
9/9/2017,3,7,12,23,25,46,116
10/9/2017,3,10,27,29,32,48,149
13/09/2017,6,29,31,46,53,58,223
16/09/2017,37,42,44,45,46,54,268
17/09/2017,10,30,33,36,44,45,198
20/09/2017,2,6,13,26,41,48,136
23/09/2017,1,13,33,39,48,54,188
24/09/2017,14,27,28,33,46,47,195
26/09/2017,5,14,24,34,52,53,182
27/09/2017,4,15,18,19,26,57,139
30/09/2017,2,14,20,35,41,45,157
1/10/2017,11,20,29,40,43,57,200
3/10/2017,15,18,29,44,55,58,219
4/10/2017,11,25,27,41,42,49,195
7/10/2017,5,7,26,34,46,50,168
8/10/2017,1,6,15,19,37,40,118
11/10/2017,16,33,38,53,55,57,252
14/10/2017,7,40,44,45,48,57,241
15/10/2017,1,6,9,39,42,58,155
18/10/2017,6,9,27,40,41,50,173
21/10/2017,5,10,31,36,46,53,181
22/10/2017,8,30,32,34,37,39,180
25/10/2017,13,22,24,32,36,39,166
28/10/2017,4,13,19,21,33,58,148
29/10/2017,1,3,6,18,22,52,102
31/10/2017,11,16,18,24,50,58,177
1/11/2017,13,15,16,21,38,47,150
4/11/2017,4,37,50,56,57,58,262
5/11/2017,19,20,42,43,47,53,224
7/11/2017,5,7,17,28,34,37,128
8/11/2017,2,7,17,37,44,55,162
12/11/2017,1,4,6,20,33,41,105
15/11/2017,4,8,29,31,37,44,153
18/11/2017,7,15,16,20,32,52,142
19/11/2017,11,12,20,30,32,49,154
22/11/2017,3,5,30,32,45,55,170
25/11/2017,6,7,17,28,39,58,155
26/11/2017,5,9,29,38,42,52,175
28/11/2017,4,8,40,42,55,56,205
29/11/2017,1,36,42,45,55,58,237
2/12/2017,16,18,24,31,44,54,187
3/12/2017,5,18,21,28,37,49,158
5/12/2017,24,26,28,30,40,54,202
6/12/2017,1,5,10,22,39,45,122
10/12/2017,10,15,23,28,50,53,179
13/12/2017,20,21,23,29,49,56,198
16/12/2017,12,29,31,34,35,39,180
17/12/2017,7,10,14,15,16,26,88
20/12/2017,21,25,27,33,37,46,189
23/12/2017,8,11,13,19,21,24,96
24/12/2017,6,14,16,33,46,58,173
26/12/2017,3,8,21,22,27,57,138
27/12/2017,4,19,21,30,32,46,152
30/12/2017,10,12,41,42,45,51,201
31/12/2017,7,9,27,30,34,54,161
3/1/2018,7,8,24,38,39,54,170
6/1/2018,2,7,26,28,29,30,122
7/1/2018,15,21,44,47,51,55,233
10/1/2018,11,20,38,52,53,55,229
13/01/2018,21,30,41,43,52,58,245
14/01/2018,5,11,15,27,53,58,169
16/01/2018,6,42,44,46,53,57,248
17/01/2018,3,11,37,44,45,47,187
20/01/2018,9,34,36,52,53,55,239
21/01/2018,10,19,29,34,35,54,181
24/01/2018,3,19,20,27,51,58,178
27/01/2018,3,11,16,45,54,58,187
28/01/2018,7,10,22,49,57,58,203
30/01/2018,2,16,30,37,45,54,184
31/01/2018,25,27,36,41,42,58,229
3/2/2018,4,20,35,42,46,58,205
4/2/2018,2,8,23,34,48,58,173
6/2/2018,18,21,26,27,48,52,192
7/2/2018,11,17,18,37,46,54,183
10/2/2018,10,16,22,26,32,42,148
11/2/2018,7,17,20,24,25,31,124
13/02/2018,4,27,44,46,51,55,227
14/02/2018,7,8,15,23,31,36,120
17/02/2018,8,9,14,29,35,48,143
18/02/2018,3,28,33,47,49,53,213
20/02/2018,10,41,42,47,48,57,245
21/02/2018,13,27,34,39,41,45,199
24/02/2018,3,12,26,27,52,58,178
25/02/2018,3,11,31,36,39,46,166
27/02/2018,2,10,17,38,49,50,166
28/02/2018,2,26,30,31,36,49,174
3/3/2018,3,7,20,23,28,58,139
4/3/2018,1,16,37,40,42,45,181
6/3/2018,4,9,34,37,43,49,176
7/3/2018,1,2,8,14,47,52,124
10/3/2018,10,13,21,33,38,54,169
11/3/2018,3,6,26,29,46,55,165
14/03/2018,8,14,17,20,22,28,109
17/03/2018,16,24,25,28,57,58,208
18/03/2018,30,33,41,44,45,52,245
21/03/2018,2,10,16,21,36,39,124
24/03/2018,8,23,26,45,47,56,205
25/03/2018,27,30,33,41,43,48,222
28/03/2018,13,22,31,45,49,50,210
31/03/2018,2,11,35,37,44,56,185
1/4/2018,3,20,25,34,39,47,168
3/4/2018,8,18,32,42,43,48,191
4/4/2018,5,20,26,28,43,46,168
7/4/2018,6,7,11,32,36,42,134
8/4/2018,3,13,15,38,41,54,164
11/4/2018,11,16,25,28,29,32,141
14/04/2018,10,26,27,48,56,57,224
15/04/2018,15,24,40,42,46,55,222
18/04/2018,7,13,34,36,40,47,177
22/04/2018,21,23,38,44,45,57,228
25/04/2018,8,10,24,32,44,57,175
28/04/2018,9,14,23,26,41,46,159
29/04/2018,6,14,20,23,33,57,153
1/5/2018,6,26,30,51,53,54,220
2/5/2018,7,16,25,34,47,57,186
5/5/2018,7,15,28,39,42,47,178
6/5/2018,1,21,23,33,49,50,177
9/5/2018,12,14,24,36,47,54,187
12/5/2018,1,5,12,13,26,29,86
13/05/2018,2,5,8,9,12,15,51
16/05/2018,1,16,17,21,27,36,118
19/05/2018,14,39,40,49,54,57,253
20/05/2018,11,25,36,48,49,54,223
23/05/2018,24,25,30,31,32,54,196
26/05/2018,4,19,25,28,31,38,145
27/05/2018,5,10,14,26,50,53,158
30/05/2018,14,15,19,22,27,39,136
2/6/2018,17,26,27,40,43,50,203
3/6/2018,6,12,35,37,40,49,179
6/6/2018,12,16,17,18,19,49,131
9/6/2018,3,33,38,39,40,51,204
10/6/2018,6,26,29,51,52,56,220
13/06/2018,24,32,37,40,42,49,224
16/06/2018,5,12,14,40,48,53,172
